params_x,params_y,params_z,params_voltage,user_attrs_top-1
122.80000000000001,154.9,0.24,200,0.7578125
122.80000000000001,154.9,0.24,200,0.7578125
123.4,156.0,0.41000000000000003,250,0.7578125
123.4,156.0,0.41000000000000003,250,0.7578125
122.4,154.0,0.47000000000000003,350,0.7578125
122.4,154.0,0.47000000000000003,350,0.7578125
125.2,155.0,0.29,150,0.7578125
125.2,155.0,0.29,150,0.7578125
124.30000000000001,154.1,0.21,150,0.7578125
124.30000000000001,154.1,0.21,150,0.7578125
124.10000000000001,155.6,0.27,150,0.7578125
124.10000000000001,155.6,0.27,150,0.7578125
122.5,155.29999999999998,0.08,250,0.7578125
122.5,155.29999999999998,0.08,250,0.7578125
123.9,154.2,0.49,200,0.7578125
